buying,maint,persons,safety,class
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,10,1,unacc
1,2,10,0,unacc
1,2,10,2,unacc
1,2,10,1,unacc
1,2,10,0,acc
1,2,10,2,good
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,10,1,unacc
1,2,10,0,acc
1,2,10,2,good
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,10,1,unacc
1,2,10,0,acc
1,2,10,2,good
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,2,1,unacc
1,2,2,0,unacc
1,2,2,2,unacc
1,2,4,1,unacc
1,2,4,0,acc
1,2,4,2,good
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,4,1,unacc
1,2,4,0,good
1,2,4,2,vgood
1,2,10,1,unacc
1,2,10,0,acc
1,2,10,2,good
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
1,2,10,1,unacc
1,2,10,0,good
1,2,10,2,vgood
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,10,1,unacc
2,0,10,0,unacc
2,0,10,2,unacc
2,0,10,1,unacc
2,0,10,0,unacc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,10,1,unacc
2,0,10,0,unacc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,10,1,unacc
2,0,10,0,unacc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,2,1,unacc
2,0,2,0,unacc
2,0,2,2,unacc
2,0,4,1,unacc
2,0,4,0,unacc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,4,1,unacc
2,0,4,0,acc
2,0,4,2,acc
2,0,10,1,unacc
2,0,10,0,unacc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,0,10,1,unacc
2,0,10,0,acc
2,0,10,2,acc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,10,1,unacc
2,3,10,0,unacc
2,3,10,2,unacc
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,acc
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,acc
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,acc
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,2,1,unacc
2,3,2,0,unacc
2,3,2,2,unacc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,acc
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,4,1,unacc
2,3,4,0,acc
2,3,4,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,acc
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,3,10,1,unacc
2,3,10,0,acc
2,3,10,2,vgood
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,10,1,unacc
2,1,10,0,unacc
2,1,10,2,unacc
2,1,10,1,unacc
2,1,10,0,acc
2,1,10,2,good
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,10,1,unacc
2,1,10,0,acc
2,1,10,2,good
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,10,1,unacc
2,1,10,0,acc
2,1,10,2,good
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,2,1,unacc
2,1,2,0,unacc
2,1,2,2,unacc
2,1,4,1,unacc
2,1,4,0,acc
2,1,4,2,good
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,4,1,unacc
2,1,4,0,good
2,1,4,2,vgood
2,1,10,1,unacc
2,1,10,0,acc
2,1,10,2,good
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,1,10,1,unacc
2,1,10,0,good
2,1,10,2,vgood
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,10,1,unacc
2,2,10,0,unacc
2,2,10,2,unacc
2,2,10,1,unacc
2,2,10,0,acc
2,2,10,2,good
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,10,1,unacc
2,2,10,0,acc
2,2,10,2,good
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,10,1,unacc
2,2,10,0,acc
2,2,10,2,good
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,2,1,unacc
2,2,2,0,unacc
2,2,2,2,unacc
2,2,4,1,unacc
2,2,4,0,acc
2,2,4,2,good
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,4,1,unacc
2,2,4,0,good
2,2,4,2,vgood
2,2,10,1,unacc
2,2,10,0,acc
2,2,10,2,good
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
2,2,10,1,unacc
2,2,10,0,good
2,2,10,2,vgood
